event_name,event_date,event_location,fighter_1,fighter_2,winner,weight_class,method,round,time,f1_kd,f1_sig_str,f1_sig_str_percent,f1_total_str,f1_td,f1_td_percent,f1_sub_att,f1_rev,f1_ctrl,f1_sig_str_head,f1_sig_str_body,f1_sig_str_leg,f1_sig_str_distance,f1_sig_str_clinch,f1_sig_str_ground,f2_kd,f2_sig_str,f2_sig_str_percent,f2_total_str,f2_td,f2_td_percent,f2_sub_att,f2_rev,f2_ctrl,f2_sig_str_head,f2_sig_str_body,f2_sig_str_leg,f2_sig_str_distance,f2_sig_str_clinch,f2_sig_str_ground
UFC Fight Night: Volkov vs. Aspinall,"March 19, 2022","London, England, United Kingdom",Arnold Allen,Dan Hooker,Arnold Allen,Featherweight,KO/TKO Punches,1,2:33,0,49 of 84,58%,50 of 85,0 of 0,---,0,0,0:02,58%,43 of 78,0 of 0,6 of 6,46 of 75,3 of 9,0,14 of 49,28%,14 of 49,0 of 0,---,0,0,0:00,28%,11 of 44,0 of 2,3 of 3,14 of 49,0 of 0
UFC Fight Night: Santos vs. Ankalaev,"March 12, 2022","Las Vegas, Nevada, USA",Azamat Murzakanov,Tafon Nchukwi,Azamat Murzakanov,Light Heavyweight,KO/TKO Knee,3,0:44,0,17 of 40,42%,24 of 47,0 of 0,---,0,0,0:14,42%,5 of 22,7 of 13,5 of 5,12 of 33,5 of 7,0,13 of 31,41%,13 of 32,0 of 2,0%,0,0,0:11,41%,11 of 24,2 of 7,0 of 0,13 of 31,0 of 0
UFC Fight Night: Santos vs. Ankalaev,"March 12, 2022","Las Vegas, Nevada, USA",Guido Cannetti,Kris Moutinho,Guido Cannetti,Bantamweight,KO/TKO Punches,1,2:07,0,11 of 30,36%,11 of 30,0 of 0,---,0,0,0:00,36%,8 of 24,1 of 3,2 of 3,11 of 30,0 of 0,0,28 of 44,63%,28 of 44,0 of 0,---,0,0,0:01,63%,18 of 31,5 of 7,5 of 6,21 of 37,7 of 7
UFC Fight Night: Santos vs. Ankalaev,"March 12, 2022","Las Vegas, Nevada, USA",Cody Brundage,Dalcha Lungiambula,Cody Brundage,Middleweight,SUB Guillotine Choke,1,3:41,0,29 of 56,51%,50 of 83,1 of 1,100%,0,0,1:52,51%,26 of 52,3 of 4,0 of 0,6 of 16,15 of 25,0,4 of 8,50%,4 of 8,1 of 4,25%,1,0,0:35,50%,2 of 5,1 of 1,1 of 2,3 of 7,1 of 1
UFC Fight Night: Santos vs. Ankalaev,"March 12, 2022","Las Vegas, Nevada, USA",Miranda Maverick,Sabina Mazo,Miranda Maverick,Women's Flyweight,SUB Rear Naked Choke,2,2:15,0,5 of 17,29%,14 of 27,0 of 0,---,0,0,0:00,29%,2 of 11,0 of 2,3 of 4,5 of 15,0 of 0,0,9 of 21,42%,35 of 56,3 of 4,75%,0,0,3:46,42%,5 of 14,0 of 3,4 of 4,6 of 14,0 of 1
UFC Fight Night: Santos vs. Ankalaev,"March 12, 2022","Las Vegas, Nevada, USA",Damon Jackson,Kamuela Kirk,Damon Jackson,Featherweight,SUB Arm Triangle,2,4:42,0,31 of 77,40%,36 of 82,1 of 1,100%,0,0,0:59,40%,21 of 60,9 of 16,1 of 1,26 of 67,2 of 2,0,22 of 53,41%,23 of 54,0 of 0,---,0,0,0:00,41%,14 of 42,5 of 8,3 of 3,18 of 48,4 of 5
UFC Fight Night: Santos vs. Ankalaev,"March 12, 2022","Las Vegas, Nevada, USA",Javid Basharat,Trevin Jones,Javid Basharat,Bantamweight,U-DEC,3,5:00,0,18 of 47,38%,18 of 47,0 of 2,0%,0,0,0:00,38%,9 of 33,7 of 12,2 of 2,18 of 47,0 of 0,0,31 of 57,54%,31 of 57,0 of 0,---,0,0,0:00,54%,18 of 40,10 of 14,3 of 3,25 of 51,6 of 6
UFC Fight Night: Santos vs. Ankalaev,"March 12, 2022","Las Vegas, Nevada, USA",JJ Aldrich,Gillian Robertson,JJ Aldrich,Women's Flyweight,U-DEC,3,5:00,0,19 of 35,54%,19 of 35,0 of 1,0%,0,0,0:00,54%,17 of 33,1 of 1,1 of 1,18 of 33,1 of 2,0,16 of 57,28%,16 of 57,0 of 2,0%,0,0,0:00,28%,4 of 30,4 of 16,8 of 11,16 of 57,0 of 0
UFC Fight Night: Santos vs. Ankalaev,"March 12, 2022","Las Vegas, Nevada, USA",Matthew Semelsberger,AJ Fletcher,Matthew Semelsberger,Welterweight,U-DEC,3,5:00,0,2 of 6,33%,2 of 6,0 of 0,---,0,0,0:05,33%,1 of 4,0 of 1,1 of 1,2 of 6,0 of 0,0,6 of 9,66%,22 of 29,1 of 2,50%,2,1,4:31,66%,4 of 7,0 of 0,2 of 2,2 of 4,0 of 0
UFC Fight Night: Santos vs. Ankalaev,"March 12, 2022","Las Vegas, Nevada, USA",Drew Dober,Terrance McKinney,Drew Dober,Lightweight,KO/TKO Punches,1,3:17,1,17 of 37,45%,31 of 52,0 of 1,0%,0,0,0:24,45%,14 of 34,2 of 2,1 of 1,6 of 19,2 of 2,1,36 of 61,59%,43 of 74,2 of 3,66%,0,0,1:33,59%,33 of 57,3 of 4,0 of 0,15 of 32,5 of 5
UFC Fight Night: Santos vs. Ankalaev,"March 12, 2022","Las Vegas, Nevada, USA",Khalil Rountree Jr.,Karl Roberson,Khalil Rountree Jr.,Light Heavyweight,KO/TKO Punch,2,0:25,0,18 of 54,33%,18 of 54,0 of 0,---,0,0,0:00,33%,10 of 41,3 of 6,5 of 7,14 of 48,4 of 6,0,17 of 27,62%,17 of 27,0 of 0,---,0,0,0:00,62%,4 of 9,6 of 9,7 of 9,16 of 26,1 of 1
UFC Fight Night: Santos vs. Ankalaev,"March 12, 2022","Las Vegas, Nevada, USA",Sodiq Yusuff,Alex Caceres,Sodiq Yusuff,Featherweight,U-DEC,3,5:00,0,8 of 25,32%,17 of 34,1 of 3,33%,0,0,2:24,32%,1 of 17,4 of 5,3 of 3,7 of 24,1 of 1,0,13 of 23,56%,18 of 28,1 of 1,100%,0,0,0:21,56%,8 of 18,2 of 2,3 of 3,13 of 23,0 of 0
UFC Fight Night: Santos vs. Ankalaev,"March 12, 2022","Las Vegas, Nevada, USA",Song Yadong,Marlon Moraes,Song Yadong,Bantamweight,KO/TKO Punch,1,2:06,0,9 of 25,36%,9 of 25,0 of 0,---,0,0,0:00,36%,9 of 25,0 of 0,0 of 0,9 of 25,0 of 0,1,14 of 35,40%,14 of 35,0 of 0,---,0,0,0:02,40%,10 of 29,3 of 5,1 of 1,14 of 35,0 of 0
UFC Fight Night: Santos vs. Ankalaev,"March 12, 2022","Las Vegas, Nevada, USA",Magomed Ankalaev,Thiago Santos,Magomed Ankalaev,Light Heavyweight,U-DEC,5,5:00,0,10 of 21,47%,10 of 21,0 of 0,---,0,0,0:00,47%,0 of 6,3 of 6,7 of 9,10 of 21,0 of 0,0,8 of 23,34%,8 of 23,0 of 0,---,0,0,0:00,34%,3 of 13,4 of 9,1 of 1,8 of 23,0 of 0
UFC Fight Night: Santos vs. Ankalaev,"March 12, 2022","Las Vegas, Nevada, USA",Alex Pereira,Bruno Silva,Alex Pereira,Middleweight,U-DEC,3,5:00,0,27 of 51,52%,31 of 55,0 of 0,---,0,0,0:00,52%,10 of 28,11 of 16,6 of 7,23 of 45,4 of 6,0,16 of 46,34%,19 of 49,1 of 1,100%,0,0,0:48,34%,10 of 40,2 of 2,4 of 4,13 of 42,3 of 4
UFC 272: Covington vs. Masvidal,"March 05, 2022","Las Vegas, Nevada, USA",Marina Rodriguez,Yan Xiaonan,Marina Rodriguez,Women's Strawweight,S-DEC,3,5:00,0,18 of 48,37%,18 of 48,0 of 0,---,0,0,0:00,37%,9 of 35,4 of 5,5 of 8,16 of 45,2 of 3,0,24 of 54,44%,25 of 55,1 of 1,100%,0,0,0:04,44%,18 of 42,2 of 4,4 of 8,21 of 50,3 of 4
UFC 272: Covington vs. Masvidal,"March 05, 2022","Las Vegas, Nevada, USA",Dustin Jacoby,Michal Oleksiejczuk,Dustin Jacoby,Light Heavyweight,U-DEC,3,5:00,0,22 of 80,27%,25 of 84,0 of 1,0%,0,0,0:12,27%,13 of 69,8 of 10,1 of 1,22 of 80,0 of 0,0,27 of 71,38%,27 of 71,1 of 1,100%,0,0,0:06,38%,21 of 64,6 of 7,0 of 0,27 of 71,0 of 0
UFC 272: Covington vs. Masvidal,"March 05, 2022","Las Vegas, Nevada, USA",Tim Elliott,Tagir Ulanbekov,Tim Elliott,Flyweight,U-DEC,3,5:00,1,36 of 82,43%,44 of 94,3 of 5,60%,0,0,0:31,43%,16 of 52,6 of 14,14 of 16,31 of 76,5 of 6,0,38 of 78,48%,38 of 78,0 of 0,---,0,0,0:26,48%,30 of 68,8 of 10,0 of 0,34 of 73,4 of 5
UFC 272: Covington vs. Masvidal,"March 05, 2022","Las Vegas, Nevada, USA",Umar Nurmagomedov,Brian Kelleher,Umar Nurmagomedov,Featherweight,SUB Rear Naked Choke,1,3:15,0,1 of 19,5%,1 of 19,0 of 0,---,0,0,0:06,5%,0 of 13,0 of 4,1 of 2,1 of 18,0 of 1,0,18 of 26,69%,21 of 29,1 of 5,20%,1,0,1:27,69%,9 of 15,7 of 9,2 of 2,13 of 21,5 of 5
UFC 272: Covington vs. Masvidal,"March 05, 2022","Las Vegas, Nevada, USA",Maryna Moroz,Mariya Agapova,Maryna Moroz,Women's Flyweight,SUB Arm Triangle,2,3:27,0,2 of 6,33%,14 of 20,1 of 4,25%,2,0,3:28,33%,0 of 2,2 of 3,0 of 1,0 of 4,2 of 2,0,10 of 18,55%,40 of 50,0 of 0,---,0,1,0:39,55%,3 of 8,7 of 7,0 of 3,0 of 8,10 of 10
UFC 272: Covington vs. Masvidal,"March 05, 2022","Las Vegas, Nevada, USA",Nicolae Negumereanu,Kennedy Nzechukwu,Nicolae Negumereanu,Light Heavyweight,S-DEC,3,5:00,0,20 of 44,45%,20 of 44,0 of 0,---,0,0,0:00,45%,7 of 28,2 of 3,11 of 13,20 of 44,0 of 0,0,16 of 28,57%,16 of 28,0 of 0,---,0,0,0:00,57%,12 of 23,4 of 5,0 of 0,16 of 28,0 of 0
UFC 272: Covington vs. Masvidal,"March 05, 2022","Las Vegas, Nevada, USA",Ludovit Klein,Devonte Smith,Ludovit Klein,Lightweight,S-DEC,3,5:00,0,17 of 29,58%,22 of 34,0 of 0,---,0,0,0:00,58%,3 of 11,8 of 12,6 of 6,11 of 22,6 of 7,0,19 of 26,73%,22 of 30,0 of 0,---,0,0,1:46,73%,7 of 14,10 of 10,2 of 2,9 of 15,10 of 11
UFC 272: Covington vs. Masvidal,"March 05, 2022","Las Vegas, Nevada, USA",Jalin Turner,Jamie Mullarkey,Jalin Turner,Lightweight,KO/TKO Punch,2,0:46,0,39 of 87,44%,40 of 88,1 of 1,100%,0,0,0:00,44%,24 of 65,15 of 21,0 of 1,35 of 82,4 of 5,0,33 of 53,62%,43 of 64,1 of 3,33%,0,0,1:31,62%,20 of 37,7 of 10,6 of 6,28 of 47,2 of 2
UFC 272: Covington vs. Masvidal,"March 05, 2022","Las Vegas, Nevada, USA",Serghei Spivac,Greg Hardy,Serghei Spivac,Heavyweight,KO/TKO Punches,1,2:16,0,14 of 27,51%,17 of 30,3 of 4,75%,0,0,1:21,51%,14 of 27,0 of 0,0 of 0,0 of 7,0 of 0,0,7 of 12,58%,7 of 12,0 of 0,---,0,0,0:00,58%,3 of 8,1 of 1,3 of 3,7 of 12,0 of 0
UFC 272: Covington vs. Masvidal,"March 05, 2022","Las Vegas, Nevada, USA",Kevin Holland,Alex Oliveira,Kevin Holland,Welterweight,KO/TKO Elbows,2,0:38,0,31 of 50,62%,31 of 50,0 of 0,---,0,0,0:00,62%,7 of 24,3 of 5,21 of 21,30 of 48,0 of 1,0,19 of 39,48%,19 of 39,2 of 3,66%,1,0,0:22,48%,6 of 25,6 of 7,7 of 7,18 of 38,0 of 0
UFC 272: Covington vs. Masvidal,"March 05, 2022","Las Vegas, Nevada, USA",Bryce Mitchell,Edson Barboza,Bryce Mitchell,Featherweight,U-DEC,3,5:00,0,11 of 19,57%,12 of 21,0 of 0,---,0,0,0:00,57%,2 of 5,4 of 8,5 of 6,11 of 19,0 of 0,1,14 of 18,77%,47 of 53,1 of 1,100%,0,0,2:48,77%,10 of 14,3 of 3,1 of 1,7 of 11,0 of 0
UFC 272: Covington vs. Masvidal,"March 05, 2022","Las Vegas, Nevada, USA",Colby Covington,Jorge Masvidal,Colby Covington,Welterweight,U-DEC,5,5:00,0,7 of 18,38%,29 of 45,3 of 5,60%,0,0,3:32,38%,5 of 16,2 of 2,0 of 0,4 of 15,3 of 3,0,6 of 17,35%,12 of 24,0 of 0,---,0,0,0:00,35%,2 of 8,0 of 3,4 of 6,5 of 15,1 of 2
UFC 272: Covington vs. Masvidal,"March 05, 2022","Las Vegas, Nevada, USA",Rafael Dos Anjos,Renato Moicano,Rafael Dos Anjos,Catch Weight,U-DEC,5,5:00,0,22 of 34,64%,30 of 43,2 of 2,100%,0,0,3:12,64%,17 of 29,5 of 5,0 of 0,6 of 17,3 of 3,0,10 of 23,43%,12 of 25,0 of 2,0%,0,0,0:30,43%,6 of 19,3 of 3,1 of 1,6 of 19,4 of 4
UFC Fight Night: Makhachev vs. Green,"February 26, 2022","Las Vegas, Nevada, USA",Carlos Hernandez,Victor Altamirano,Carlos Hernandez,Flyweight,S-DEC,3,5:00,0,19 of 35,54%,24 of 40,0 of 1,0%,0,0,0:00,54%,10 of 26,7 of 7,2 of 2,16 of 31,3 of 3,0,25 of 50,50%,29 of 54,1 of 3,33%,0,0,0:54,50%,13 of 34,6 of 10,6 of 6,18 of 40,5 of 8
UFC Fight Night: Makhachev vs. Green,"February 26, 2022","Las Vegas, Nevada, USA",Ramiz Brahimaj,Micheal Gillmore,Ramiz Brahimaj,Welterweight,SUB Rear Naked Choke,1,2:02,0,0 of 1,0%,2 of 4,1 of 1,100%,3,0,1:33,0%,0 of 1,0 of 0,0 of 0,0 of 1,0 of 0,0,0 of 2,0%,3 of 5,0 of 0,---,0,0,0:00,0%,0 of 1,0 of 0,0 of 1,0 of 2,0 of 0
UFC Fight Night: Makhachev vs. Green,"February 26, 2022","Las Vegas, Nevada, USA",Jonathan Martinez,Alejandro Perez,Jonathan Martinez,Featherweight,U-DEC,3,5:00,1,9 of 30,30%,9 of 30,0 of 0,---,0,0,0:02,30%,3 of 23,1 of 2,5 of 5,8 of 29,1 of 1,0,22 of 45,48%,22 of 45,0 of 0,---,0,0,0:00,48%,5 of 21,10 of 16,7 of 8,20 of 40,2 of 5
UFC Fight Night: Makhachev vs. Green,"February 26, 2022","Las Vegas, Nevada, USA",Terrance McKinney,Fares Ziam,Terrance McKinney,Lightweight,SUB Rear Naked Choke,1,2:11,0,3 of 4,75%,13 of 16,0 of 0,---,1,0,2:03,75%,2 of 2,1 of 2,0 of 0,0 of 1,0 of 0,0,1 of 1,100%,1 of 1,0 of 0,---,0,0,0:04,100%,0 of 0,0 of 0,1 of 1,1 of 1,0 of 0
UFC Fight Night: Makhachev vs. Green,"February 26, 2022","Las Vegas, Nevada, USA",Josiane Nunes,Ramona Pascual,Josiane Nunes,Women's Featherweight,U-DEC,3,5:00,1,28 of 73,38%,37 of 83,0 of 0,---,0,0,0:03,38%,20 of 63,3 of 4,5 of 6,28 of 69,0 of 0,0,25 of 44,56%,30 of 49,1 of 1,100%,0,0,1:28,56%,6 of 25,14 of 14,5 of 5,20 of 38,4 of 4
UFC Fight Night: Makhachev vs. Green,"February 26, 2022","Las Vegas, Nevada, USA",Ignacio Bahamondes,Rongzhu,Ignacio Bahamondes,Lightweight,SUB Guillotine Choke,3,1:40,0,9 of 17,52%,9 of 17,0 of 1,0%,0,0,0:06,52%,6 of 14,0 of 0,3 of 3,8 of 16,0 of 0,0,42 of 66,63%,48 of 75,0 of 0,---,1,0,1:11,63%,24 of 46,11 of 13,7 of 7,36 of 53,0 of 0
UFC Fight Night: Makhachev vs. Green,"February 26, 2022","Las Vegas, Nevada, USA",Armen Petrosyan,Gregory Rodrigues,Armen Petrosyan,Middleweight,S-DEC,3,5:00,0,41 of 72,56%,41 of 72,0 of 0,---,0,0,0:00,56%,19 of 47,6 of 7,16 of 18,41 of 72,0 of 0,0,18 of 40,45%,18 of 40,0 of 0,---,0,0,0:00,45%,9 of 30,3 of 4,6 of 6,18 of 40,0 of 0
UFC Fight Night: Makhachev vs. Green,"February 26, 2022","Las Vegas, Nevada, USA",Arman Tsarukyan,Joel Alvarez,Arman Tsarukyan,Lightweight,KO/TKO Punches,2,1:57,0,13 of 19,68%,50 of 59,1 of 1,100%,0,0,4:22,68%,10 of 16,1 of 1,2 of 2,4 of 7,0 of 0,0,5 of 8,62%,25 of 31,0 of 0,---,0,0,0:00,62%,4 of 7,1 of 1,0 of 0,2 of 4,0 of 0
UFC Fight Night: Makhachev vs. Green,"February 26, 2022","Las Vegas, Nevada, USA",Priscila Cachoeira,Ji Yeon Kim,Priscila Cachoeira,Women's Flyweight,U-DEC,3,5:00,0,31 of 83,37%,31 of 83,0 of 0,---,0,0,0:00,37%,22 of 72,2 of 3,7 of 8,31 of 83,0 of 0,0,18 of 42,42%,18 of 42,1 of 1,100%,0,0,0:06,42%,13 of 36,2 of 3,3 of 3,18 of 42,0 of 0
UFC Fight Night: Makhachev vs. Green,"February 26, 2022","Las Vegas, Nevada, USA",Wellington Turman,Misha Cirkunov,Wellington Turman,Middleweight,SUB Armbar,2,1:29,0,23 of 34,67%,33 of 44,0 of 1,0%,1,0,2:06,67%,17 of 27,5 of 6,1 of 1,3 of 8,0 of 0,0,4 of 6,66%,8 of 10,0 of 3,0%,1,0,2:15,66%,3 of 5,0 of 0,1 of 1,4 of 6,0 of 0
UFC Fight Night: Makhachev vs. Green,"February 26, 2022","Las Vegas, Nevada, USA",Islam Makhachev,King Green,Islam Makhachev,Catch Weight,KO/TKO Punches,1,3:23,0,14 of 32,43%,30 of 51,1 of 2,50%,0,0,1:57,43%,10 of 27,2 of 2,2 of 3,3 of 10,2 of 2,0,9 of 13,69%,11 of 15,0 of 0,---,0,0,0:00,69%,2 of 5,6 of 6,1 of 2,4 of 8,3 of 3
UFC Fight Night: Walker vs. Hill,"February 19, 2022","Las Vegas, Nevada, USA",Stephanie Egger,Jessica-Rose Clark,Stephanie Egger,Women's Bantamweight,SUB Armbar,1,3:44,0,2 of 4,50%,10 of 13,1 of 1,100%,0,0,2:01,50%,1 of 2,0 of 0,1 of 2,2 of 4,0 of 0,0,5 of 10,50%,29 of 34,2 of 2,100%,1,0,1:21,50%,5 of 10,0 of 0,0 of 0,0 of 4,0 of 0
UFC Fight Night: Walker vs. Hill,"February 19, 2022","Las Vegas, Nevada, USA",Mario Bautista,Jay Perrin,Mario Bautista,Bantamweight,U-DEC,3,5:00,0,19 of 38,50%,31 of 50,1 of 1,100%,0,1,1:55,50%,8 of 20,6 of 11,5 of 7,11 of 28,8 of 10,0,19 of 42,45%,29 of 52,1 of 2,50%,0,0,0:47,45%,8 of 26,10 of 15,1 of 1,13 of 35,6 of 7
UFC Fight Night: Walker vs. Hill,"February 19, 2022","Las Vegas, Nevada, USA",Jonathan Pearce,Christian Rodriguez,Jonathan Pearce,Featherweight,U-DEC,3,5:00,0,5 of 12,41%,17 of 36,2 of 4,50%,0,0,4:23,41%,1 of 7,4 of 5,0 of 0,1 of 7,3 of 4,0,3 of 10,30%,11 of 18,0 of 0,---,1,0,0:06,30%,0 of 6,3 of 4,0 of 0,2 of 7,1 of 3
UFC Fight Night: Walker vs. Hill,"February 19, 2022","Las Vegas, Nevada, USA",Chad Anheliger,Jesse Strader,Chad Anheliger,Bantamweight,KO/TKO Punch,3,3:33,0,14 of 34,41%,15 of 35,0 of 0,---,2,0,0:04,41%,11 of 30,2 of 3,1 of 1,11 of 26,3 of 8,0,26 of 50,52%,32 of 56,3 of 3,100%,0,0,2:15,52%,7 of 26,13 of 17,6 of 7,20 of 44,6 of 6
UFC Fight Night: Walker vs. Hill,"February 19, 2022","Las Vegas, Nevada, USA",Gloria de Paula,Diana Belbita,Gloria de Paula,Women's Strawweight,U-DEC,3,5:00,0,28 of 96,29%,35 of 105,0 of 0,---,0,0,0:03,29%,12 of 76,10 of 14,6 of 6,27 of 95,1 of 1,0,27 of 61,44%,32 of 66,0 of 2,0%,0,0,1:19,44%,21 of 54,5 of 6,1 of 1,21 of 53,6 of 8
UFC Fight Night: Walker vs. Hill,"February 19, 2022","Las Vegas, Nevada, USA",Chas Skelly,Mark Striegl,Chas Skelly,Featherweight,KO/TKO Knee,2,2:01,0,3 of 8,37%,34 of 41,1 of 2,50%,0,0,2:51,37%,2 of 6,1 of 2,0 of 0,1 of 5,1 of 1,0,4 of 7,57%,29 of 33,0 of 2,0%,0,0,1:15,57%,1 of 4,1 of 1,2 of 2,3 of 4,0 of 1
UFC Fight Night: Walker vs. Hill,"February 19, 2022","Las Vegas, Nevada, USA",Jamahal Hill,Johnny Walker,Jamahal Hill,Light Heavyweight,KO/TKO Punch,1,2:55,0,12 of 25,48%,12 of 25,0 of 0,---,0,0,0:22,48%,4 of 15,3 of 5,5 of 5,12 of 25,0 of 0,1,6 of 19,31%,7 of 20,0 of 0,---,0,0,0:03,31%,5 of 17,1 of 2,0 of 0,5 of 18,0 of 0
UFC Fight Night: Walker vs. Hill,"February 19, 2022","Las Vegas, Nevada, USA",David Onama,Gabriel Benitez,David Onama,Featherweight,KO/TKO Punches,1,4:24,0,46 of 96,47%,46 of 96,0 of 0,---,0,0,0:00,47%,19 of 68,17 of 18,10 of 10,45 of 95,1 of 1,1,36 of 94,38%,36 of 94,0 of 2,0%,0,0,0:10,38%,30 of 86,2 of 4,4 of 4,35 of 92,1 of 2
UFC Fight Night: Walker vs. Hill,"February 19, 2022","Las Vegas, Nevada, USA",Joaquin Buckley,Abdul Razak Alhassan,Joaquin Buckley,Middleweight,S-DEC,3,5:00,0,16 of 54,29%,16 of 54,3 of 4,75%,0,0,0:48,29%,10 of 43,6 of 11,0 of 0,12 of 48,3 of 5,0,14 of 27,51%,14 of 27,0 of 0,---,0,0,0:13,51%,10 of 20,2 of 4,2 of 3,12 of 24,1 of 2
UFC Fight Night: Walker vs. Hill,"February 19, 2022","Las Vegas, Nevada, USA",Jim Miller,Nikolas Motta,Jim Miller,Lightweight,KO/TKO Punch,2,1:58,0,26 of 54,48%,27 of 55,0 of 0,---,0,0,0:26,48%,8 of 35,5 of 6,13 of 13,23 of 51,3 of 3,0,14 of 35,40%,14 of 35,0 of 0,---,0,0,0:00,40%,12 of 33,1 of 1,1 of 1,14 of 35,0 of 0
UFC Fight Night: Walker vs. Hill,"February 19, 2022","Las Vegas, Nevada, USA",Parker Porter,Alan Baudot,Parker Porter,Heavyweight,U-DEC,3,5:00,0,12 of 39,30%,29 of 56,1 of 2,50%,0,0,2:52,30%,8 of 35,1 of 1,3 of 3,8 of 34,4 of 5,0,17 of 32,53%,18 of 33,0 of 0,---,0,0,0:02,53%,13 of 27,4 of 4,0 of 1,14 of 28,3 of 4
UFC Fight Night: Walker vs. Hill,"February 19, 2022","Las Vegas, Nevada, USA",Kyle Daukaus,Jamie Pickett,Kyle Daukaus,Catch Weight,SUB D'Arce Choke,1,4:59,0,6 of 9,66%,19 of 29,3 of 6,50%,2,0,4:12,66%,4 of 6,0 of 0,2 of 3,5 of 7,1 of 2,0,5 of 9,55%,5 of 9,0 of 1,0%,0,0,0:15,55%,2 of 5,3 of 4,0 of 0,1 of 5,4 of 4
UFC 271: Adesanya vs. Whittaker 2,"February 12, 2022","Houston, Texas, USA",Maxim Grishin,William Knight,Maxim Grishin,Heavyweight,U-DEC,3,5:00,0,8 of 19,42%,8 of 19,0 of 0,---,0,0,0:00,42%,0 of 4,4 of 7,4 of 8,8 of 19,0 of 0,0,27 of 33,81%,27 of 33,0 of 0,---,0,0,0:00,81%,1 of 6,6 of 6,20 of 21,27 of 33,0 of 0
UFC 271: Adesanya vs. Whittaker 2,"February 12, 2022","Houston, Texas, USA",Jeremiah Wells,Blood Diamond,Jeremiah Wells,Welterweight,SUB Rear Naked Choke,1,4:38,0,15 of 19,78%,23 of 27,1 of 5,20%,1,0,4:25,78%,14 of 17,1 of 2,0 of 0,0 of 2,1 of 1,0,1 of 3,33%,1 of 3,0 of 0,---,0,0,0:03,33%,0 of 2,1 of 1,0 of 0,0 of 2,1 of 1
UFC 271: Adesanya vs. Whittaker 2,"February 12, 2022","Houston, Texas, USA",Douglas Silva de Andrade,Sergey Morozov,Douglas Silva de Andrade,Bantamweight,SUB Rear Naked Choke,2,3:24,0,15 of 30,50%,28 of 43,0 of 0,---,0,0,0:00,50%,6 of 19,3 of 4,6 of 7,15 of 30,0 of 0,1,23 of 40,57%,53 of 74,1 of 2,50%,0,0,2:09,57%,19 of 36,4 of 4,0 of 0,16 of 29,1 of 1
UFC 271: Adesanya vs. Whittaker 2,"February 12, 2022","Houston, Texas, USA",Jacob Malkoun,AJ Dobson,Jacob Malkoun,Middleweight,U-DEC,3,5:00,0,41 of 69,59%,46 of 75,0 of 0,---,0,0,0:10,59%,33 of 61,4 of 4,4 of 4,37 of 62,4 of 7,0,24 of 48,50%,26 of 50,1 of 8,12%,0,0,1:01,50%,22 of 46,2 of 2,0 of 0,23 of 46,1 of 2
UFC 271: Adesanya vs. Whittaker 2,"February 12, 2022","Houston, Texas, USA",Ronnie Lawrence,Mana Martinez,Ronnie Lawrence,Bantamweight,U-DEC,3,5:00,0,6 of 14,42%,37 of 46,0 of 0,---,0,0,0:00,42%,3 of 10,0 of 0,3 of 4,5 of 13,0 of 0,1,20 of 33,60%,30 of 43,1 of 1,100%,0,0,2:52,60%,11 of 22,2 of 4,7 of 7,11 of 20,0 of 0
UFC 271: Adesanya vs. Whittaker 2,"February 12, 2022","Houston, Texas, USA",Carlos Ulberg,Fabio Cherant,Carlos Ulberg,Light Heavyweight,U-DEC,3,5:00,0,19 of 33,57%,22 of 36,1 of 1,100%,0,0,0:31,57%,8 of 21,3 of 3,8 of 9,19 of 32,0 of 0,0,4 of 15,26%,4 of 15,0 of 0,---,0,0,0:22,26%,3 of 12,1 of 3,0 of 0,4 of 15,0 of 0
UFC 271: Adesanya vs. Whittaker 2,"February 12, 2022","Houston, Texas, USA",Kyler Phillips,Marcelo Rojo,Kyler Phillips,Bantamweight,SUB Triangle Armbar,3,1:48,0,34 of 64,53%,36 of 66,2 of 4,50%,0,0,1:37,53%,21 of 51,8 of 8,5 of 5,24 of 53,6 of 7,0,15 of 49,30%,16 of 50,0 of 0,---,0,0,0:00,30%,10 of 40,0 of 2,5 of 7,15 of 46,0 of 3
UFC 271: Adesanya vs. Whittaker 2,"February 12, 2022","Houston, Texas, USA",Casey O'Neill,Roxanne Modafferi,Casey O'Neill,Women's Flyweight,S-DEC,3,5:00,0,44 of 135,32%,44 of 135,0 of 0,---,0,0,0:00,32%,40 of 129,3 of 4,1 of 2,44 of 135,0 of 0,0,72 of 130,55%,72 of 130,0 of 0,---,0,0,0:00,55%,55 of 111,7 of 9,10 of 10,72 of 130,0 of 0
UFC 271: Adesanya vs. Whittaker 2,"February 12, 2022","Houston, Texas, USA",Andrei Arlovski,Jared Vanderaa,Andrei Arlovski,Heavyweight,S-DEC,3,5:00,0,30 of 55,54%,32 of 57,0 of 0,---,0,0,0:00,54%,18 of 42,8 of 9,4 of 4,29 of 54,1 of 1,0,23 of 58,39%,30 of 65,0 of 0,---,0,0,0:36,39%,13 of 46,6 of 8,4 of 4,19 of 53,4 of 5
