event_name,event_date,event_location,fighter_1,fighter_2,winner,weight_class,method,round,time,f1_kd,f1_sig_str,f1_sig_str_percent,f1_total_str,f1_td,f1_td_percent,f1_sub_att,f1_rev,f1_ctrl,f1_sig_str_head,f1_sig_str_body,f1_sig_str_leg,f1_sig_str_distance,f1_sig_str_clinch,f1_sig_str_ground,f2_kd,f2_sig_str,f2_sig_str_percent,f2_total_str,f2_td,f2_td_percent,f2_sub_att,f2_rev,f2_ctrl,f2_sig_str_head,f2_sig_str_body,f2_sig_str_leg,f2_sig_str_distance,f2_sig_str_clinch,f2_sig_str_ground
UFC Fight Night: Lewis vs. Teixeira,"July 12, 2025","Nashville, Tennessee, USA",Derrick Lewis,Tallison Teixeira,Derrick Lewis,Heavyweight,KO/TKO Punches,1,0:35,1,9 of 17,52%,10 of 21,0 of 0,---,0,0,0:12,52%,8 of 16,1 of 1,0 of 0,2 of 6,1 of 2,0,3 of 5,60%,3 of 5,0 of 0,---,0,0,0:00,60%,3 of 5,0 of 0,0 of 0,3 of 5,0 of 0
UFC Fight Night: Lewis vs. Teixeira,"July 12, 2025","Nashville, Tennessee, USA",Jake Matthews,Chidi Njokuani,Jake Matthews,Welterweight,SUB Rear Naked Choke,1,1:09,0,3 of 7,42%,5 of 9,1 of 1,100%,1,0,0:29,42%,3 of 7,0 of 0,0 of 0,2 of 5,1 of 2,0,5 of 10,50%,5 of 10,0 of 0,---,0,0,0:00,50%,0 of 2,3 of 6,2 of 2,4 of 8,1 of 2
UFC Fight Night: Lewis vs. Teixeira,"July 12, 2025","Nashville, Tennessee, USA",Gabriel Bonfim,Stephen Thompson,Gabriel Bonfim,Welterweight,S-DEC,3,5:00,0,6 of 24,25%,9 of 28,0 of 0,---,0,1,0:11,25%,1 of 13,3 of 7,2 of 4,6 of 21,0 of 1,0,14 of 24,58%,17 of 28,2 of 3,66%,0,0,1:26,58%,3 of 7,0 of 1,11 of 16,14 of 24,0 of 0
UFC Fight Night: Lewis vs. Teixeira,"July 12, 2025","Nashville, Tennessee, USA",Fatima Kline,Melissa Martinez,Fatima Kline,Women's Strawweight,KO/TKO Kick,3,2:36,0,32 of 64,50%,32 of 65,0 of 0,---,0,0,0:00,50%,19 of 45,8 of 10,5 of 9,31 of 63,1 of 1,0,17 of 38,44%,17 of 38,0 of 0,---,0,0,0:01,44%,9 of 25,6 of 8,2 of 5,17 of 38,0 of 0
UFC Fight Night: Lewis vs. Teixeira,"July 12, 2025","Nashville, Tennessee, USA",Mike Davis,Mitch Ramirez,Mike Davis,Lightweight,KO/TKO Punches,2,4:08,0,8 of 18,44%,14 of 25,0 of 1,0%,0,0,0:00,44%,4 of 14,0 of 0,4 of 4,6 of 16,2 of 2,0,3 of 8,37%,13 of 24,1 of 2,50%,2,0,4:20,37%,2 of 5,0 of 1,1 of 2,3 of 8,0 of 0
UFC Fight Night: Lewis vs. Teixeira,"July 12, 2025","Nashville, Tennessee, USA",Valter Walker,Kennedy Nzechukwu,Valter Walker,Heavyweight,SUB Heel Hook,1,0:54,0,0 of 0,---,0 of 0,0 of 0,---,0,0,0:03,---,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0,4 of 11,36%,4 of 11,1 of 2,50%,1,0,0:28,36%,4 of 11,0 of 0,0 of 0,1 of 4,3 of 7
UFC Fight Night: Lewis vs. Teixeira,"July 12, 2025","Nashville, Tennessee, USA",Eduarda Moura,Lauren Murphy,Eduarda Moura,Women's Flyweight,U-DEC,3,5:00,0,6 of 33,18%,13 of 41,1 of 2,50%,0,0,0:03,18%,6 of 32,0 of 0,0 of 1,6 of 33,0 of 0,0,19 of 58,32%,26 of 68,1 of 1,100%,0,0,1:32,32%,14 of 51,0 of 1,5 of 6,19 of 57,0 of 0
UFC Fight Night: Lewis vs. Teixeira,"July 12, 2025","Nashville, Tennessee, USA",Chris Curtis,Max Griffin,Chris Curtis,Welterweight,S-DEC,3,5:00,0,21 of 48,43%,22 of 51,0 of 0,---,0,0,0:34,43%,14 of 38,4 of 6,3 of 4,20 of 47,1 of 1,0,8 of 32,25%,11 of 35,0 of 0,---,0,0,0:00,25%,5 of 29,3 of 3,0 of 0,8 of 31,0 of 1
UFC Fight Night: Lewis vs. Teixeira,"July 12, 2025","Nashville, Tennessee, USA",Tuco Tokkos,Junior Tafa,Tuco Tokkos,Light Heavyweight,SUB Arm Triangle,2,4:25,0,16 of 23,69%,17 of 24,0 of 0,---,0,1,0:12,69%,15 of 22,1 of 1,0 of 0,1 of 5,8 of 8,0,6 of 9,66%,14 of 19,4 of 6,66%,0,0,4:14,66%,3 of 6,0 of 0,3 of 3,3 of 4,0 of 0
UFC Fight Night: Lewis vs. Teixeira,"July 12, 2025","Nashville, Tennessee, USA",Vitor Petrino,Austen Lane,Vitor Petrino,Heavyweight,SUB Rear Naked Choke,1,4:16,0,3 of 6,50%,17 of 22,1 of 1,100%,2,0,3:03,50%,2 of 4,0 of 0,1 of 2,1 of 2,0 of 0,0,3 of 4,75%,3 of 4,0 of 0,---,0,0,0:00,75%,0 of 0,1 of 2,2 of 2,3 of 4,0 of 0
UFC Fight Night: Lewis vs. Teixeira,"July 12, 2025","Nashville, Tennessee, USA",Morgan Charriere,Nate Landwehr,Morgan Charriere,Featherweight,KO/TKO Punch,3,0:27,0,18 of 46,39%,20 of 49,0 of 0,---,0,0,0:22,39%,14 of 40,3 of 3,1 of 3,18 of 45,0 of 1,0,27 of 43,62%,27 of 43,2 of 5,40%,0,0,1:01,62%,14 of 29,3 of 3,10 of 11,25 of 41,2 of 2
UFC Fight Night: Lewis vs. Teixeira,"July 12, 2025","Nashville, Tennessee, USA",Steve Garcia,Calvin Kattar,Steve Garcia,Featherweight,U-DEC,3,5:00,0,8 of 26,30%,8 of 26,0 of 0,---,0,0,0:00,30%,4 of 22,2 of 2,2 of 2,8 of 26,0 of 0,0,22 of 71,30%,22 of 71,0 of 0,---,0,0,0:00,30%,11 of 53,5 of 10,6 of 8,22 of 71,0 of 0
UFC 317: Topuria vs. Oliveira,"June 28, 2025","Las Vegas, Nevada, USA",Jose Delgado,Hyder Amil,Jose Delgado,Featherweight,KO/TKO Knee,1,0:26,0,3 of 5,60%,3 of 5,0 of 1,0%,0,0,0:00,60%,0 of 2,0 of 0,3 of 3,3 of 5,0 of 0,1,9 of 11,81%,9 of 11,0 of 1,0%,0,0,0:02,81%,7 of 9,2 of 2,0 of 0,4 of 5,2 of 3
UFC 317: Topuria vs. Oliveira,"June 28, 2025","Las Vegas, Nevada, USA",Jhonata Diniz,Alvin Hines,Jhonata Diniz,Heavyweight,U-DEC,3,5:00,0,32 of 55,58%,32 of 55,0 of 0,---,0,0,0:00,58%,26 of 48,1 of 2,5 of 5,31 of 52,1 of 3,0,25 of 82,30%,26 of 83,1 of 2,50%,0,0,0:05,30%,18 of 74,6 of 7,1 of 1,24 of 80,1 of 2
UFC 317: Topuria vs. Oliveira,"June 28, 2025","Las Vegas, Nevada, USA",Jacobe Smith,Niko Price,Jacobe Smith,Welterweight,SUB Rear Naked Choke,2,4:03,0,19 of 37,51%,23 of 42,0 of 2,0%,0,0,0:00,51%,10 of 26,3 of 5,6 of 6,17 of 34,1 of 1,0,33 of 53,62%,46 of 66,1 of 1,100%,0,0,3:06,62%,27 of 46,3 of 4,3 of 3,17 of 31,1 of 1
UFC 317: Topuria vs. Oliveira,"June 28, 2025","Las Vegas, Nevada, USA",Terrance McKinney,Viacheslav Borshchev,Terrance McKinney,Lightweight,SUB Guillotine Choke,1,0:55,0,1 of 2,50%,1 of 2,1 of 1,100%,2,0,0:47,50%,1 of 2,0 of 0,0 of 0,0 of 0,0 of 0,0,2 of 2,100%,2 of 2,0 of 0,---,0,0,0:00,100%,0 of 0,1 of 1,1 of 1,2 of 2,0 of 0
UFC 317: Topuria vs. Oliveira,"June 28, 2025","Las Vegas, Nevada, USA",Tracy Cortez,Viviane Araujo,Tracy Cortez,Women's Flyweight,U-DEC,3,5:00,0,5 of 13,38%,15 of 24,0 of 0,---,0,1,1:43,38%,3 of 11,1 of 1,1 of 1,2 of 10,3 of 3,0,15 of 20,75%,23 of 28,1 of 2,50%,1,1,2:52,75%,10 of 14,3 of 4,2 of 2,2 of 5,1 of 2
UFC 317: Topuria vs. Oliveira,"June 28, 2025","Las Vegas, Nevada, USA",Joshua Van,Brandon Royval,Joshua Van,Flyweight,U-DEC,3,5:00,0,42 of 116,36%,42 of 116,0 of 0,---,0,0,0:00,36%,27 of 95,6 of 10,9 of 11,41 of 114,1 of 2,0,52 of 79,65%,52 of 79,0 of 0,---,0,0,0:00,65%,31 of 55,9 of 12,12 of 12,46 of 71,6 of 8
UFC 317: Topuria vs. Oliveira,"June 28, 2025","Las Vegas, Nevada, USA",Gregory Rodrigues,Jack Hermansson,Gregory Rodrigues,Middleweight,KO/TKO Punch,1,4:21,0,30 of 55,54%,30 of 55,0 of 1,0%,0,0,0:00,54%,24 of 49,2 of 2,4 of 4,30 of 54,0 of 1,1,18 of 63,28%,18 of 63,0 of 0,---,0,0,0:03,28%,11 of 54,6 of 8,1 of 1,18 of 63,0 of 0
UFC 317: Topuria vs. Oliveira,"June 28, 2025","Las Vegas, Nevada, USA",Payton Talbott,Felipe Lima,Payton Talbott,Bantamweight,U-DEC,3,5:00,0,14 of 26,53%,22 of 36,0 of 1,0%,0,0,1:43,53%,11 of 22,1 of 1,2 of 3,9 of 19,2 of 2,0,10 of 20,50%,17 of 27,1 of 5,20%,0,0,1:45,50%,8 of 18,1 of 1,1 of 1,7 of 16,1 of 2
UFC 317: Topuria vs. Oliveira,"June 28, 2025","Las Vegas, Nevada, USA",Beneil Dariush,Renato Moicano,Beneil Dariush,Lightweight,U-DEC,3,5:00,0,22 of 46,47%,22 of 46,0 of 0,---,0,0,0:00,47%,9 of 28,3 of 6,10 of 12,22 of 46,0 of 0,1,22 of 42,52%,25 of 45,0 of 0,---,0,0,0:45,52%,16 of 33,4 of 6,2 of 3,16 of 35,4 of 5
UFC 317: Topuria vs. Oliveira,"June 28, 2025","Las Vegas, Nevada, USA",Alexandre Pantoja,Kai Kara-France,Alexandre Pantoja,Flyweight,SUB Rear Naked Choke,3,1:55,0,7 of 13,53%,29 of 38,1 of 2,50%,1,0,4:45,53%,4 of 10,2 of 2,1 of 1,5 of 11,0 of 0,0,8 of 13,61%,14 of 19,0 of 0,---,0,0,0:00,61%,8 of 12,0 of 1,0 of 0,6 of 11,0 of 0
UFC 317: Topuria vs. Oliveira,"June 28, 2025","Las Vegas, Nevada, USA",Ilia Topuria,Charles Oliveira,Ilia Topuria,Lightweight,KO/TKO Punch,1,2:27,1,21 of 29,72%,24 of 32,0 of 0,---,0,0,1:01,72%,17 of 23,3 of 3,1 of 3,18 of 24,0 of 0,0,9 of 16,56%,10 of 18,0 of 2,0%,0,0,0:21,56%,3 of 8,2 of 4,4 of 4,8 of 14,1 of 2
UFC Fight Night: Hill vs. Rountree Jr.,"June 21, 2025","Baku, Azerbaijan",Seokhyeon Ko,Oban Elliott,Seokhyeon Ko,Welterweight,U-DEC,3,5:00,0,8 of 20,40%,19 of 36,2 of 5,40%,0,0,1:36,40%,5 of 16,2 of 3,1 of 1,3 of 12,3 of 5,0,4 of 11,36%,5 of 12,0 of 1,0%,0,0,1:41,36%,0 of 5,3 of 4,1 of 2,3 of 10,1 of 1
UFC Fight Night: Hill vs. Rountree Jr.,"June 21, 2025","Baku, Azerbaijan",Mohammed Usman,Hamdy Abdelwahab,Mohammed Usman,Heavyweight,U-DEC,3,5:00,0,16 of 32,50%,16 of 32,0 of 0,---,0,0,0:00,50%,9 of 22,1 of 2,6 of 8,16 of 32,0 of 0,0,9 of 46,19%,9 of 46,0 of 0,---,0,0,0:00,19%,8 of 42,1 of 3,0 of 1,9 of 46,0 of 0
UFC Fight Night: Hill vs. Rountree Jr.,"June 21, 2025","Baku, Azerbaijan",Tagir Ulanbekov,Azat Maksum,Tagir Ulanbekov,Flyweight,U-DEC,3,5:00,0,19 of 37,51%,23 of 42,0 of 4,0%,0,0,1:11,51%,15 of 32,4 of 4,0 of 1,19 of 37,0 of 0,0,18 of 47,38%,18 of 47,0 of 0,---,0,0,0:00,38%,9 of 34,7 of 11,2 of 2,15 of 43,3 of 4
UFC Fight Night: Hill vs. Rountree Jr.,"June 21, 2025","Baku, Azerbaijan",Daria Zhelezniakova,Melissa Mullins,Daria Zhelezniakova,Women's Bantamweight,U-DEC,3,5:00,0,44 of 95,46%,46 of 98,0 of 0,---,0,0,0:00,46%,37 of 81,7 of 14,0 of 0,43 of 93,1 of 2,0,26 of 68,38%,33 of 77,1 of 2,50%,0,0,0:42,38%,21 of 63,3 of 3,2 of 2,26 of 67,0 of 0
UFC Fight Night: Hill vs. Rountree Jr.,"June 21, 2025","Baku, Azerbaijan",JunYong Park,Ismail Naurdiev,JunYong Park,Middleweight,U-DEC,3,5:00,0,52 of 105,49%,54 of 108,0 of 0,---,0,0,0:00,49%,33 of 73,16 of 27,3 of 5,48 of 96,4 of 9,0,26 of 77,33%,28 of 79,0 of 0,---,0,0,0:02,33%,25 of 74,1 of 3,0 of 0,24 of 70,2 of 7
UFC Fight Night: Hill vs. Rountree Jr.,"June 21, 2025","Baku, Azerbaijan",Klaudia Sygula,Irina Alekseeva,Klaudia Sygula,Women's Bantamweight,U-DEC,3,5:00,0,35 of 92,38%,35 of 92,0 of 0,---,0,0,0:00,38%,20 of 66,8 of 17,7 of 9,34 of 89,1 of 3,0,53 of 85,62%,53 of 85,0 of 0,---,0,0,0:00,62%,35 of 62,8 of 13,10 of 10,52 of 83,1 of 2
UFC Fight Night: Hill vs. Rountree Jr.,"June 21, 2025","Baku, Azerbaijan",Muhammad Naimov,Bogdan Grad,Muhammad Naimov,Featherweight,U-DEC,3,5:00,0,10 of 22,45%,24 of 39,0 of 1,0%,0,0,0:23,45%,6 of 17,1 of 1,3 of 4,9 of 19,1 of 3,0,15 of 30,50%,23 of 39,1 of 3,33%,0,0,2:04,50%,3 of 12,6 of 9,6 of 9,5 of 18,10 of 12
UFC Fight Night: Hill vs. Rountree Jr.,"June 21, 2025","Baku, Azerbaijan",Myktybek Orolbai,Tofiq Musayev,Myktybek Orolbai,Catch Weight,SUB Kimura,1,4:35,0,2 of 6,33%,17 of 23,0 of 0,---,0,0,0:12,33%,0 of 4,2 of 2,0 of 0,2 of 6,0 of 0,0,2 of 7,28%,15 of 25,3 of 5,60%,1,0,3:40,28%,2 of 7,0 of 0,0 of 0,1 of 4,0 of 0
UFC Fight Night: Hill vs. Rountree Jr.,"June 21, 2025","Baku, Azerbaijan",Khalil Rountree Jr.,Jamahal Hill,Khalil Rountree Jr.,Light Heavyweight,U-DEC,5,5:00,0,14 of 30,46%,14 of 30,0 of 0,---,0,0,0:00,46%,2 of 17,3 of 3,9 of 10,14 of 29,0 of 1,0,17 of 30,56%,17 of 30,0 of 0,---,0,0,0:00,56%,2 of 13,7 of 8,8 of 9,17 of 30,0 of 0
UFC Fight Night: Hill vs. Rountree Jr.,"June 21, 2025","Baku, Azerbaijan",Curtis Blaydes,Rizvan Kuniev,Curtis Blaydes,Heavyweight,S-DEC,3,5:00,0,12 of 23,52%,21 of 33,2 of 9,22%,0,0,3:01,52%,7 of 18,0 of 0,5 of 5,7 of 17,5 of 6,0,8 of 22,36%,13 of 27,0 of 0,---,0,0,0:00,36%,5 of 19,2 of 2,1 of 1,8 of 22,0 of 0
UFC Fight Night: Hill vs. Rountree Jr.,"June 21, 2025","Baku, Azerbaijan",Rafael Fiziev,Ignacio Bahamondes,Rafael Fiziev,Lightweight,U-DEC,3,5:00,0,17 of 25,68%,17 of 25,0 of 0,---,0,0,0:00,68%,4 of 10,9 of 10,4 of 5,17 of 25,0 of 0,0,13 of 46,28%,13 of 46,0 of 0,---,0,0,0:00,28%,2 of 26,3 of 5,8 of 15,13 of 46,0 of 0
UFC Fight Night: Hill vs. Rountree Jr.,"June 21, 2025","Baku, Azerbaijan",Nazim Sadykhov,Nikolas Motta,Nazim Sadykhov,Lightweight,KO/TKO Punches,2,4:17,0,39 of 63,61%,45 of 70,0 of 1,0%,0,0,1:05,61%,21 of 43,12 of 13,6 of 7,25 of 46,14 of 17,1,36 of 82,43%,44 of 91,0 of 0,---,0,0,0:06,43%,23 of 68,9 of 9,4 of 5,28 of 72,8 of 10
UFC Fight Night: Usman vs. Buckley,"June 14, 2025","Atlanta, Georgia, USA",Paul Craig,Rodolfo Bellato,NC,Light Heavyweight,CNC,1,4:59,0,17 of 27,62%,40 of 52,0 of 6,0%,0,0,0:34,62%,7 of 16,10 of 11,0 of 0,14 of 23,2 of 3,0,10 of 20,50%,16 of 27,1 of 1,100%,0,0,0:55,50%,2 of 11,2 of 2,6 of 7,9 of 17,0 of 0
UFC Fight Night: Usman vs. Buckley,"June 14, 2025","Atlanta, Georgia, USA",Phil Rowe,Ange Loosa,Phil Rowe,Welterweight,KO/TKO Punches,3,4:03,0,2 of 3,66%,8 of 10,0 of 0,---,0,0,0:00,66%,1 of 1,0 of 0,1 of 2,2 of 3,0 of 0,0,15 of 23,65%,58 of 73,1 of 2,50%,0,0,3:58,65%,9 of 15,1 of 3,5 of 5,8 of 15,0 of 0
UFC Fight Night: Usman vs. Buckley,"June 14, 2025","Atlanta, Georgia, USA",Ricky Simon,Cameron Smotherman,Ricky Simon,Bantamweight,U-DEC,3,5:00,0,7 of 13,53%,19 of 27,1 of 2,50%,0,0,4:27,53%,5 of 11,0 of 0,2 of 2,4 of 7,3 of 3,0,1 of 6,16%,3 of 8,0 of 0,---,0,0,0:00,16%,0 of 5,0 of 0,1 of 1,1 of 6,0 of 0
UFC Fight Night: Usman vs. Buckley,"June 14, 2025","Atlanta, Georgia, USA",Jose Ochoa,Cody Durden,Jose Ochoa,Flyweight,KO/TKO Punch,2,0:11,0,9 of 39,23%,12 of 45,2 of 4,50%,0,0,1:42,23%,6 of 32,1 of 4,2 of 3,8 of 35,0 of 1,0,25 of 73,34%,47 of 101,0 of 0,---,0,0,0:09,34%,13 of 36,7 of 28,5 of 9,22 of 68,3 of 5
UFC Fight Night: Usman vs. Buckley,"June 14, 2025","Atlanta, Georgia, USA",Malcolm Wellmaker,Kris Moutinho,Malcolm Wellmaker,Bantamweight,KO/TKO Punch,1,2:37,1,25 of 39,64%,25 of 39,0 of 0,---,0,0,0:08,64%,11 of 23,9 of 10,5 of 6,22 of 36,3 of 3,0,6 of 27,22%,7 of 28,0 of 1,0%,0,0,0:00,22%,3 of 23,1 of 2,2 of 2,6 of 26,0 of 1
UFC Fight Night: Usman vs. Buckley,"June 14, 2025","Atlanta, Georgia, USA",Michael Chiesa,Court McGee,Michael Chiesa,Welterweight,U-DEC,3,5:00,0,15 of 45,33%,15 of 45,0 of 0,---,0,0,0:00,33%,15 of 41,0 of 4,0 of 0,15 of 43,0 of 2,0,10 of 41,24%,11 of 42,0 of 1,0%,0,0,0:00,24%,2 of 27,6 of 9,2 of 5,9 of 39,1 of 2
UFC Fight Night: Usman vs. Buckley,"June 14, 2025","Atlanta, Georgia, USA",Jamey-Lyn Horth,Vanessa Demopoulos,Jamey-Lyn Horth,Women's Flyweight,U-DEC,3,5:00,0,35 of 57,61%,36 of 58,1 of 1,100%,0,0,0:44,61%,22 of 43,8 of 9,5 of 5,33 of 55,2 of 2,0,5 of 39,12%,7 of 41,0 of 0,---,0,0,0:12,12%,0 of 30,5 of 8,0 of 1,4 of 35,1 of 4
UFC Fight Night: Usman vs. Buckley,"June 14, 2025","Atlanta, Georgia, USA",Alonzo Menifield,Oumar Sy,Alonzo Menifield,Light Heavyweight,U-DEC,3,5:00,0,8 of 34,23%,8 of 34,0 of 0,---,0,0,0:00,23%,5 of 31,2 of 2,1 of 1,8 of 34,0 of 0,0,16 of 41,39%,16 of 41,0 of 0,---,0,0,0:00,39%,6 of 27,5 of 8,5 of 6,16 of 41,0 of 0
UFC Fight Night: Usman vs. Buckley,"June 14, 2025","Atlanta, Georgia, USA",Raoni Barcelos,Cody Garbrandt,Raoni Barcelos,Bantamweight,U-DEC,3,5:00,0,10 of 44,22%,10 of 44,0 of 1,0%,0,0,0:11,22%,10 of 42,0 of 2,0 of 0,8 of 42,2 of 2,0,6 of 19,31%,8 of 21,1 of 5,20%,0,0,0:16,31%,5 of 15,0 of 2,1 of 2,4 of 17,2 of 2
UFC Fight Night: Usman vs. Buckley,"June 14, 2025","Atlanta, Georgia, USA",Edmen Shahbazyan,Andre Petroski,Edmen Shahbazyan,Middleweight,U-DEC,3,5:00,0,15 of 41,36%,15 of 41,0 of 1,0%,0,0,0:00,36%,12 of 30,2 of 8,1 of 3,15 of 41,0 of 0,0,13 of 27,48%,13 of 27,0 of 3,0%,0,0,0:04,48%,5 of 13,4 of 6,4 of 8,12 of 26,1 of 1
UFC Fight Night: Usman vs. Buckley,"June 14, 2025","Atlanta, Georgia, USA",Rose Namajunas,Miranda Maverick,Rose Namajunas,Women's Flyweight,U-DEC,3,5:00,0,17 of 59,28%,18 of 60,0 of 2,0%,0,0,0:15,28%,15 of 50,2 of 8,0 of 1,16 of 58,1 of 1,0,20 of 58,34%,20 of 58,0 of 0,---,0,0,0:00,34%,11 of 47,4 of 5,5 of 6,20 of 57,0 of 1
UFC Fight Night: Usman vs. Buckley,"June 14, 2025","Atlanta, Georgia, USA",Kamaru Usman,Joaquin Buckley,Kamaru Usman,Welterweight,U-DEC,5,5:00,0,7 of 11,63%,41 of 61,1 of 1,100%,0,0,4:25,63%,7 of 11,0 of 0,0 of 0,0 of 2,0 of 0,0,0 of 4,0%,1 of 5,0 of 0,---,0,0,0:00,0%,0 of 4,0 of 0,0 of 0,0 of 4,0 of 0
UFC Fight Night: Usman vs. Buckley,"June 14, 2025","Atlanta, Georgia, USA",Mansur Abdul-Malik,Cody Brundage,Mansur Abdul-Malik,Middleweight,U-DEC,3,0:36,0,4 of 15,26%,4 of 15,0 of 0,---,0,0,0:00,26%,2 of 10,0 of 3,2 of 2,4 of 15,0 of 0,0,11 of 21,52%,11 of 21,0 of 0,---,0,0,0:00,52%,5 of 12,1 of 4,5 of 5,11 of 21,0 of 0
UFC 316: Dvalishvili vs. O'Malley 2,"June 07, 2025","Newark, New Jersey, USA",Waldo Cortes-Acosta,Serghei Spivac,Waldo Cortes-Acosta,Heavyweight,U-DEC,3,5:00,0,14 of 36,38%,17 of 39,1 of 3,33%,0,0,1:36,38%,11 of 33,1 of 1,2 of 2,14 of 36,0 of 0,0,27 of 59,45%,28 of 60,0 of 0,---,0,0,0:00,45%,12 of 41,8 of 11,7 of 7,26 of 58,1 of 1
UFC 316: Dvalishvili vs. O'Malley 2,"June 07, 2025","Newark, New Jersey, USA",MarQuel Mederos,Mark Choinski,MarQuel Mederos,Lightweight,U-DEC,3,5:00,0,31 of 46,67%,31 of 46,0 of 0,---,0,0,0:02,67%,15 of 27,6 of 6,10 of 13,31 of 46,0 of 0,0,14 of 36,38%,15 of 37,0 of 3,0%,0,0,1:23,38%,12 of 33,1 of 2,1 of 1,14 of 35,0 of 1
UFC 316: Dvalishvili vs. O'Malley 2,"June 07, 2025","Newark, New Jersey, USA",Quillan Salkilld,Yanal Ashmouz,Quillan Salkilld,Lightweight,U-DEC,3,5:00,0,19 of 27,70%,24 of 32,4 of 9,44%,0,0,2:45,70%,11 of 19,5 of 5,3 of 3,12 of 18,7 of 9,0,14 of 25,56%,26 of 41,0 of 4,0%,0,1,1:19,56%,11 of 21,3 of 4,0 of 0,8 of 18,4 of 4
UFC 316: Dvalishvili vs. O'Malley 2,"June 07, 2025","Newark, New Jersey, USA",JooSang Yoo,Jeka Saragih,JooSang Yoo,Featherweight,KO/TKO Punch,1,0:28,0,2 of 4,50%,2 of 4,0 of 0,---,0,0,0:00,50%,2 of 4,0 of 0,0 of 0,2 of 4,0 of 0,1,6 of 8,75%,6 of 8,0 of 0,---,0,0,0:00,75%,4 of 6,0 of 0,2 of 2,5 of 7,0 of 0
UFC 316: Dvalishvili vs. O'Malley 2,"June 07, 2025","Newark, New Jersey, USA",Wang Cong,Ariane da Silva,Wang Cong,Women's Flyweight,U-DEC,3,5:00,0,17 of 41,41%,17 of 41,0 of 2,0%,0,0,0:00,41%,9 of 29,4 of 7,4 of 5,15 of 37,2 of 4,0,46 of 65,70%,48 of 67,0 of 0,---,0,0,0:00,70%,16 of 34,12 of 12,18 of 19,39 of 58,7 of 7
UFC 316: Dvalishvili vs. O'Malley 2,"June 07, 2025","Newark, New Jersey, USA",Andreas Gustafsson,Khaos Williams,Andreas Gustafsson,Welterweight,U-DEC,3,5:00,0,21 of 40,52%,49 of 69,0 of 0,---,0,0,2:02,52%,16 of 34,5 of 6,0 of 0,12 of 28,9 of 12,0,30 of 44,68%,36 of 50,0 of 2,0%,0,0,1:49,68%,15 of 27,14 of 16,1 of 1,11 of 22,19 of 22
UFC 316: Dvalishvili vs. O'Malley 2,"June 07, 2025","Newark, New Jersey, USA",Joshua Van,Bruno Silva,Joshua Van,Flyweight,KO/TKO Punches,3,4:01,0,22 of 40,55%,22 of 40,0 of 2,0%,0,0,0:00,55%,7 of 22,2 of 4,13 of 14,22 of 40,0 of 0,1,28 of 55,50%,28 of 55,0 of 0,---,0,0,0:03,50%,24 of 48,2 of 4,2 of 3,26 of 52,1 of 1
UFC 316: Dvalishvili vs. O'Malley 2,"June 07, 2025","Newark, New Jersey, USA",Azamat Murzakanov,Brendson Ribeiro,Azamat Murzakanov,Light Heavyweight,KO/TKO Punches,1,3:25,1,27 of 36,75%,29 of 38,0 of 0,---,0,0,0:27,75%,23 of 32,4 of 4,0 of 0,7 of 10,0 of 0,0,8 of 22,36%,8 of 22,0 of 0,---,0,0,0:00,36%,3 of 16,2 of 2,3 of 4,8 of 22,0 of 0
UFC 316: Dvalishvili vs. O'Malley 2,"June 07, 2025","Newark, New Jersey, USA",Kevin Holland,Vicente Luque,Kevin Holland,Welterweight,SUB Anaconda Choke,2,1:03,0,22 of 40,55%,22 of 40,0 of 1,0%,0,0,0:00,55%,13 of 28,3 of 5,6 of 7,22 of 40,0 of 0,0,35 of 64,54%,39 of 68,0 of 0,---,0,0,0:00,54%,23 of 51,5 of 6,7 of 7,21 of 46,14 of 18
UFC 316: Dvalishvili vs. O'Malley 2,"June 07, 2025","Newark, New Jersey, USA",Mario Bautista,Patchy Mix,Mario Bautista,Bantamweight,U-DEC,3,5:00,0,43 of 91,47%,43 of 91,0 of 0,---,0,0,0:00,47%,18 of 60,18 of 24,7 of 7,43 of 91,0 of 0,0,36 of 74,48%,36 of 74,0 of 0,---,0,0,0:00,48%,22 of 58,5 of 7,9 of 9,35 of 73,1 of 1
UFC 316: Dvalishvili vs. O'Malley 2,"June 07, 2025","Newark, New Jersey, USA",Joe Pyfer,Kelvin Gastelum,Joe Pyfer,Middleweight,U-DEC,3,5:00,0,8 of 20,40%,8 of 20,0 of 0,---,0,0,0:00,40%,3 of 14,2 of 3,3 of 3,8 of 20,0 of 0,2,21 of 39,53%,22 of 40,0 of 0,---,0,0,0:16,53%,16 of 33,5 of 6,0 of 0,17 of 31,1 of 1
UFC 316: Dvalishvili vs. O'Malley 2,"June 07, 2025","Newark, New Jersey, USA",Kayla Harrison,Julianna Pena,Kayla Harrison,Women's Bantamweight,SUB Kimura,2,4:55,0,6 of 17,35%,9 of 20,0 of 0,---,0,0,0:00,35%,5 of 16,1 of 1,0 of 0,2 of 13,0 of 0,0,8 of 24,33%,24 of 41,1 of 2,50%,0,0,2:35,33%,5 of 20,1 of 1,2 of 3,5 of 21,0 of 0
